filename,Names,account_name,GPT Count,shortcode,username,user_id,party,type,Post Type
abaerbock/2021-09-13_14-02-02_UTC.jpg,Annalena Baerbock,abaerbock,1,CTw3GFIjJ9z,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-13_19-36-55_UTC_1.jpg,Annalena Baerbock,abaerbock,2,CTxhb8gMLqn,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-13_19-36-55_UTC_2.jpg,Annalena Baerbock,abaerbock,1,CTxhb8gMLqn,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-13_19-36-55_UTC_3.jpg,Annalena Baerbock,abaerbock,2,CTxhb8gMLqn,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-13_19-36-55_UTC_4.jpg,Annalena Baerbock,abaerbock,1,CTxhb8gMLqn,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_10-00-20_UTC_1.jpg,None,abaerbock,,CTzEP1Zs4Iw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_10-00-20_UTC_3.jpg,Annalena Baerbock,abaerbock,3+,CTzEP1Zs4Iw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_10-00-20_UTC_4.jpg,None,abaerbock,,CTzEP1Zs4Iw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_10-00-20_UTC_5.jpg,Annalena Baerbock,abaerbock,1,CTzEP1Zs4Iw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_10-00-20_UTC_6.jpg,None,abaerbock,,CTzEP1Zs4Iw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-14_15-44-32_UTC.jpg,None,abaerbock,,CTzrmLCqsJF,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_1.jpg,Annalena Baerbock,abaerbock,3+,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_2.jpg,Annalena Baerbock,abaerbock,1,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_3.jpg,Annalena Baerbock,abaerbock,1,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_4.jpg,None,abaerbock,,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_5.jpg,Annalena Baerbock,abaerbock,2,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_6.jpg,None,abaerbock,,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-15_13-20-23_UTC_8.jpg,None,abaerbock,,CT1_75VsaBU,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_11-48-57_UTC.jpg,Annalena Baerbock,abaerbock,1,CT6-mMnjvKC,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_12-51-57_UTC.jpg,Annalena Baerbock,abaerbock,2,CT7GNtRrmB6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_1.jpg,Annalena Baerbock,abaerbock,1,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_2.jpg,None,abaerbock,,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_3.jpg,None,abaerbock,,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_4.jpg,Annalena Baerbock,abaerbock,1,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_5.jpg,None,abaerbock,,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-17_19-48-04_UTC_6.jpg,None,abaerbock,,CT715IGMLrT,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-19_15-10-45_UTC_1.jpg,Annalena Baerbock,abaerbock,1,CUAfvw9KKO6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-19_15-10-45_UTC_2.jpg,Annalena Baerbock,abaerbock,3+,CUAfvw9KKO6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-19_15-10-45_UTC_3.jpg,Annalena Baerbock,abaerbock,2,CUAfvw9KKO6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-19_15-10-45_UTC_4.jpg,None,abaerbock,,CUAfvw9KKO6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_13-46-23_UTC_1.jpg,Annalena Baerbock,abaerbock,2,CUC64sgsiJa,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_13-46-23_UTC_2.jpg,Annalena Baerbock,abaerbock,3+,CUC64sgsiJa,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_13-46-23_UTC_3.jpg,Annalena Baerbock,abaerbock,2,CUC64sgsiJa,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_16-36-45_UTC.jpg,Annalena Baerbock,abaerbock,1,CUDOS5ADuC2,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_1.jpg,None,abaerbock,,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_2.jpg,Annalena Baerbock,abaerbock,2,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_3.jpg,None,abaerbock,,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_4.jpg,None,abaerbock,,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_5.jpg,None,abaerbock,,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_6.jpg,None,abaerbock,,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-20_18-22-45_UTC_7.jpg,Annalena Baerbock,abaerbock,1,CUDag4tsRgm,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_08-58-26_UTC.jpg,Annalena Baerbock,abaerbock,3+,CUE-uhXszg0,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_1.jpg,Annalena Baerbock,abaerbock,3+,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_2.jpg,None,abaerbock,,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_3.jpg,Annalena Baerbock,abaerbock,1,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_4.jpg,None,abaerbock,,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_5.jpg,None,abaerbock,,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_6.jpg,None,abaerbock,,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_7.jpg,None,abaerbock,,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-21_14-36-27_UTC_8.jpg,Annalena Baerbock,abaerbock,1,CUFlaOksc8x,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_13-32-14_UTC_1.jpg,Annalena Baerbock,abaerbock,2,CUIC2ynMsY6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_13-32-14_UTC_3.jpg,None,abaerbock,,CUIC2ynMsY6,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_19-23-29_UTC_1.jpg,None,abaerbock,,CUIrDXKM7zM,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_19-23-29_UTC_2.jpg,None,abaerbock,,CUIrDXKM7zM,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_19-23-29_UTC_3.jpg,Annalena Baerbock,abaerbock,2,CUIrDXKM7zM,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-22_19-23-29_UTC_4.jpg,None,abaerbock,,CUIrDXKM7zM,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_14-42-45_UTC.jpg,Annalena Baerbock,abaerbock,2,CUKvsnFLMJB,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_16-08-18_UTC.jpg,Annalena Baerbock,abaerbock,1,CUK5cWSrsHP,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_1.jpg,Annalena Baerbock,abaerbock,1,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_2.jpg,None,abaerbock,,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_3.jpg,None,abaerbock,,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_4.jpg,None,abaerbock,,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_5.jpg,Annalena Baerbock,abaerbock,1,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-23_19-16-58_UTC_6.jpg,None,abaerbock,,CULPGiCsfCL,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_11-50-01_UTC_1.jpg,Annalena Baerbock,abaerbock,3+,CUNAv4mMBMz,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_11-50-01_UTC_2.jpg,Annalena Baerbock,abaerbock,3+,CUNAv4mMBMz,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_11-50-01_UTC_3.jpg,Annalena Baerbock,abaerbock,3+,CUNAv4mMBMz,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_17-49-01_UTC_1.jpg,Annalena Baerbock,abaerbock,2,CUNp1TbsIKw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_17-49-01_UTC_2.jpg,None,abaerbock,,CUNp1TbsIKw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_17-49-01_UTC_3.jpg,None,abaerbock,,CUNp1TbsIKw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_17-49-01_UTC_4.jpg,None,abaerbock,,CUNp1TbsIKw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-24_17-49-01_UTC_5.jpg,Annalena Baerbock,abaerbock,3+,CUNp1TbsIKw,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_08-37-35_UTC.jpg,Annalena Baerbock,abaerbock,1,CUPPaZujOza,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_15-05-02_UTC_1.jpg,Annalena Baerbock,abaerbock,1,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_15-05-02_UTC_2.jpg,Annalena Baerbock,abaerbock,2,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_15-05-02_UTC_3.jpg,Annalena Baerbock,abaerbock,1,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
abaerbock/2021-09-25_15-05-02_UTC_4.jpg,Annalena Baerbock,abaerbock,2,CUP73Dds0Ry,abaerbock,7012133944,B90DieGruenen,Person,Post
